user_id,session_id,subscription_type,journey
291921,3630101,Annual,"Log in-Log in"
291921,3642056,Annual,Homepage-Pricing
291921,3669361,Annual,Pricing-Checkout-Homepage-Pricing-Pricing-Homepage
291921,3673249,Annual,Homepage-Pricing
291921,3673520,Annual,"Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks"
291921,3680673,Annual,"Pricing-Career tracks-Career tracks-Career tracks"
291921,3681179,Annual,"Career track certificate-Sign up-Career track certificate-Log in-Log in-Log in-Log in-Log in"
291921,3681197,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
292469,3611949,Annual,"Log in-Log in"
292469,3611961,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
292469,3694753,Annual,"Log in-Log in"
292469,4743708,Annual,"Homepage-Log in"
292469,4743729,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
292620,3321766,Annual,"Homepage-Career track certificate-Career track certificate-Career track certificate"
292620,3394652,Annual,"Career track certificate-Career track certificate-Career track certificate-Sign up-Career track certificate-Career track certificate-Homepage-Career track certificate-Sign up-Sign up-Sign up-Sign up-Career track certificate-Career track certificate"
292620,3586501,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
292886,4797720,Annual,"Sign up-Sign up-Courses-Sign up"
292886,4797875,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
293325,3691330,Annual,"Course certificate-Career track certificate-Career tracks-Courses-Other-Course certificate-Career track certificate-Career track certificate-Course certificate-Course certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate"
293325,3691371,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
293325,3691437,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
293572,3615322,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
293572,3615399,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
293945,3216449,Annual,"Resources center-Other"
293945,3581482,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
294116,4164489,Monthly,Homepage-Pricing
294116,4164498,Monthly,"Courses-Courses-Courses-Career tracks-Career tracks-Courses-Courses-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Pricing-Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Courses-Courses-Homepage-Homepage-Homepage-Homepage-Homepage-Courses-Courses-Courses-Courses-Courses"
294736,3326442,Annual,Pricing-Courses-Homepage-Pricing-Courses-Homepage-Homepage-Homepage
294736,3326446,Annual,"Career tracks-Courses"
294736,3378447,Annual,"Resources center-Resources center-Resources center-Other-Career tracks-Resources center-Resources center-Resources center-Resources center-Resources center-Homepage-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Other-Resources center-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Career tracks-Career tracks-Career tracks"
294736,3378549,Annual,"Log in-Log in-Log in-Log in-Resources center-Log in"
294736,3508773,Annual,"Log in-Log in-Sign up-Log in-Homepage-Sign up"
294736,3508794,Annual,Checkout-Checkout
294736,3518578,Annual,"Log in-Log in-Homepage-Log in"
294736,3527435,Annual,"Sign up-Log in-Log in-Log in-Homepage-Sign up"
294736,3527441,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
295049,2970799,Annual,"Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Homepage-Career track certificate-Career tracks-Career tracks-Courses-Courses-Career tracks-Courses-Courses-Courses-Career tracks-Career tracks-Career tracks-Career tracks-Career track certificate-Career tracks"
295049,2970819,Annual,Courses-Pricing
295049,3624080,Annual,Homepage-Homepage-Homepage-Other-Homepage-Other
295049,3638901,Annual,"Courses-Courses-Courses-Courses-Homepage-Homepage-Homepage-Homepage-Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Courses-Courses"
295049,3639145,Annual,Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Homepage-Courses
295049,3639844,Annual,"Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Sign up-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career track certificate-Career tracks-Career tracks-Career tracks-Career track certificate-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Other-Career track certificate-Career tracks-Career tracks-Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Career tracks-Career tracks"
295049,3640311,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
295049,3640332,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
295049,3640339,Annual,"Log in-Log in-Log in-Other-Log in-Log in-Log in-Log in-Homepage-Log in"
295049,3640343,Annual,"Log in-Log in-Log in-Log in-Log in-Log in"
295049,3640355,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
295174,2961840,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
295174,3337200,Monthly,Pricing-Checkout-Homepage-Pricing
295174,3338525,Monthly,"Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Career tracks-Career tracks-Log in-Log in-Log in-Log in-Checkout-Homepage-Courses-Courses-Courses-Log in-Homepage-Career tracks-Log in-Log in-Log in-Log in"
295174,3540930,Monthly,"Log in-Log in-Course certificate-Course certificate-Homepage-Course certificate-Homepage-Course certificate-Course certificate-Course certificate-Course certificate-Log in"
295174,3542711,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
295176,3374094,Annual,"Log in-Log in-Log in-Log in-Other-Log in-Log in-Log in-Log in-Other"
295176,3374100,Annual,"Log in-Log in-Log in-Log in-Log in-Log in"
295176,3502145,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
295176,3696814,Annual,Checkout-Checkout
295682,3593244,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
295682,3593268,Annual,"Log in-Log in"
295682,3593294,Annual,"Log in-Log in"
295682,3593309,Annual,Checkout-Checkout-Checkout-Checkout
295682,3654166,Annual,"Log in-Log in"
295682,3654167,Annual,Pricing-Checkout
295682,3661987,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
295682,3662025,Annual,"Log in-Log in"
295682,3662049,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
296305,2951029,Annual,"Resources center-Resources center-Homepage-Resources center-Resources center-Resources center-Resources center-Other-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center"
296305,2951040,Annual,"Resources center-Other"
296305,2951204,Annual,"Resources center-Other"
296352,3686439,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
296465,4522293,Monthly,"Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Log in-Homepage-Log in"
296465,4640542,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Log in-Log in-Log in"
296465,4642861,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
296546,3319429,Monthly,"Log in-Log in"
296546,3394456,Monthly,Checkout-Checkout
296546,3394866,Monthly,Checkout-Checkout
296653,3080533,Annual,"Log in-Log in-Courses-Log in"
296653,3729525,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
296961,3456531,Annual,"Sign up-Sign up-Sign up-Sign up"
296961,3663118,Annual,"Log in-Log in-Homepage-Log in"
296961,3663149,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
296961,3663189,Annual,Checkout-Checkout-Checkout-Checkout
296961,3663202,Annual,Checkout-Checkout-Checkout-Checkout
296983,3490168,Annual,"Homepage-Log in-Log in-Log in"
296983,3785554,Annual,"Homepage-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate"
296983,3785895,Annual,"Log in-Log in-Homepage-Log in"
296983,3785913,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
296983,3785993,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
297835,4581389,Monthly,"Pricing-Sign up-Homepage-Pricing-Sign up-Log in"
297835,4581434,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
297962,3479611,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
297962,4127199,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
297962,4299309,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
297962,4413931,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
298464,4774659,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
299103,3324802,Annual,"Courses-Career tracks-Sign up-Sign up-Career tracks-Career tracks-Sign up-Sign up-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
299103,3324830,Annual,"Sign up-Sign up-Log in-Log in-Sign up-Log in-Log in-Sign up-Sign up-Log in-Sign up-Sign up"
299103,3614890,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
299675,3381534,Annual,"Log in-Log in"
299675,3727988,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
300455,4027484,Monthly,Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Homepage-Courses-Courses-Courses-Courses-Courses
300455,4027543,Monthly,Courses-Courses
300455,4149458,Monthly,"Career tracks-Sign up-Homepage-Career tracks-Career tracks-Career tracks-Sign up-Sign up-Career tracks-Career tracks"
300455,4237780,Monthly,"Homepage-Sign up-Sign up-Sign up-Sign up-Sign up"
300455,4239769,Monthly,Pricing-Pricing-Pricing-Checkout-Pricing-Checkout-Homepage-Pricing
300455,4243929,Monthly,Homepage-Pricing-Pricing-Pricing
300455,4266566,Monthly,Courses-Courses-Courses-Courses-Homepage-Courses-Courses-Courses
300455,4266576,Monthly,"Log in-Log in"
300455,4304992,Monthly,"Pricing-Sign up-Sign up-Sign up-Homepage-Pricing"
300455,4341309,Monthly,"Courses-Courses-Homepage-Pricing-Pricing-Courses-Courses-Courses-Courses-Log in"
300455,4341320,Monthly,"Log in-Log in"
300455,4361750,Monthly,"Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Homepage-Pricing-Pricing-Courses-Courses-Career track certificate-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Log in-Career track certificate-Courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
300455,4405005,Monthly,"Homepage-Sign up"
300455,4537034,Monthly,"Log in-Log in"
300455,4594839,Monthly,"Homepage-Resources center-Resources center-Career tracks-Career tracks-Career tracks"
300455,4594883,Monthly,"Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Career tracks-Courses-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Career tracks-Career tracks"
300455,4600911,Monthly,"Log in-Log in-Log in-Log in"
300455,4747093,Monthly,Other-Other-Other-Other-Other-Other
300455,4762067,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
301568,3614172,Annual,Coupon-Coupon
302683,2950012,Annual,"Homepage-Log in-Log in-Log in"
302683,2973384,Annual,"Log in-Log in-Homepage-Log in-Homepage-Sign up-Homepage-Log in"
302683,4725401,Annual,"Homepage-Log in-Homepage-Log in-Log in-Log in-Homepage-Log in"
302683,4732527,Annual,Checkout-Checkout-Checkout-Checkout
302942,3023299,Annual,"Log in-Log in"
302942,3471894,Annual,"Resources center-Pricing"
302942,3616881,Annual,Coupon-Coupon-Coupon-Coupon
303408,3945087,Monthly,"Sign up-Sign up-Courses-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Courses-Sign up-Courses-Sign up-Courses-Sign up"
303408,3945638,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
305004,3613141,Annual,"Career tracks-Career tracks-Log in-Log in-Log in-Log in-Career track certificate-Career tracks-Career tracks-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Course certificate-Career track certificate-Course certificate-Course certificate-Courses-Course certificate-Career track certificate-Career tracks-Career track certificate-Career track certificate-Career tracks-Log in-Log in-Log in-Career tracks-Career tracks"
305004,3701483,Annual,"Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Homepage-Homepage-Course certificate-Homepage-Career tracks-Pricing-Checkout-Pricing-Checkout-Course certificate-Course certificate-Course certificate-Pricing-Career tracks-Career tracks-Career tracks-Career tracks-Course certificate-Course certificate-Career tracks-Career tracks-Pricing-Checkout-Homepage-Career tracks"
305004,3765145,Annual,"Career tracks-Career tracks-Career track certificate-Career tracks-Career tracks-Courses-Course certificate-Course certificate-Homepage-Courses-Courses-Courses-Courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Course certificate-Career track certificate-Career track certificate-Career track certificate"
305004,3765357,Annual,"Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
305004,3765402,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
305785,3028990,Annual,Courses-Pricing
305785,3698998,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
305842,2870550,Monthly,"Log in-Log in-Log in-Log in-Homepage-Log in"
305842,2986723,Monthly,"Homepage-Log in-Log in-Log in"
305842,3339107,Monthly,"Log in-Log in-Homepage-Log in"
305842,3431569,Monthly,"Other-Log in-Log in-Log in"
305842,3432437,Monthly,Checkout-Checkout-Checkout-Checkout
305842,3442014,Monthly,"Log in-Log in-Other-Log in"
305842,3442030,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
306397,3203185,Annual,"Resources center-Other"
306397,3697974,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
306397,3697984,Annual,Homepage-Courses
306397,3698040,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
306406,3676933,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
307149,2952947,Annual,"Homepage-Career tracks-Homepage-Homepage-Homepage-Homepage-Homepage-Sign up-Homepage-Career tracks-Pricing-Sign up-Career tracks-Pricing-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Career tracks-Courses-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Career tracks-Homepage-Homepage"
307149,3025309,Annual,"Homepage-Sign up-Courses-Courses-Courses-Other-Other-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Courses-Courses-Courses-Homepage-Courses-Courses-Courses-Homepage-Courses-Courses-Courses-Courses-Homepage"
307149,3529260,Annual,"Log in-Log in-Log in-Other-Other-Homepage-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
307149,3529381,Annual,Checkout-Checkout
307235,3478124,Annual,"Resources center-Other"
307235,3478125,Annual,"Resources center-Other"
307235,4077306,Annual,Homepage-Homepage-Homepage-Homepage-Courses-Homepage-Courses-Homepage-Courses-Homepage
307235,4526587,Annual,"Career tracks-Career tracks-Upcoming courses-Career tracks-Resources center-Upcoming courses-Career tracks-Career tracks-Career tracks-Career tracks"
307235,4825708,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
307235,4825928,Annual,Homepage-Courses
307235,4825951,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
307235,4826030,Annual,"Log in-Other-Log in-Log in-Log in-Log in-Log in-Log in"
307235,4826042,Annual,"Log in-Log in-Log in-Log in"
307546,3613209,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
307546,3613298,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
307546,3613404,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
307602,4659498,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
307602,4659516,Monthly,"Log in-Other-Log in-Log in-Log in-Other-Homepage-Log in-Log in-Log in-Homepage-Log in-Log in-Other-Homepage-Log in-Log in-Log in"
307602,4659580,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
307602,4660093,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
307886,2903454,Monthly,Pricing-Pricing-Homepage-Pricing
307886,3330193,Monthly,Homepage-Pricing
307886,3378427,Monthly,"Log in-Log in-Log in-Log in"
307886,3449787,Monthly,Checkout-Checkout
307902,2896458,Annual,"Log in-Log in"
307902,2961114,Annual,"Log in-Log in"
307902,2980937,Annual,"Log in-Log in"
307902,2980947,Annual,"Log in-Log in-Log in-Log in-Log in-Log in"
307902,2980996,Annual,"Log in-Log in"
307902,3369333,Annual,"Log in-Log in"
307902,3369372,Annual,"Log in-Log in"
307902,3942063,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other"
307902,4480187,Annual,"Log in-Log in"
307902,4721049,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
307902,4728698,Annual,"Log in-Log in-Homepage-Log in-Log in-Log in-Log in-Log in"
307902,4729022,Annual,"Log in-Log in"
307902,4731384,Annual,"Log in-Log in"
307902,4743795,Annual,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Sign up-Sign up-Log in-Log in"
307902,4744123,Annual,Checkout-Checkout
308007,3514459,Annual,"Log in-Log in-Log in-Log in-Log in-Log in"
308007,3514710,Annual,"Homepage-Log in-Log in-Log in"
308007,3568074,Annual,"Log in-Log in"
308007,3588630,Annual,"Homepage-Log in-Log in-Log in"
308007,3588643,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
308007,3588702,Annual,Coupon-Coupon-Coupon-Coupon
308007,3588745,Annual,Coupon-Coupon-Coupon-Coupon
308007,3588902,Annual,Coupon-Coupon
308457,3072882,Annual,"Log in-Log in-Log in-Log in"
308457,3072917,Annual,"Log in-Log in-Log in-Log in"
308457,3548038,Annual,"Log in-Log in"
308457,3566840,Annual,"Log in-Log in"
308457,4702888,Annual,Other-Other-Other-Other-Other-Other
308457,4813703,Annual,"Log in-Log in-Log in-Log in-Log in-Log in"
308457,4813745,Annual,"Other-Log in-Log in-Log in-Log in-Log in-Sign up-Log in-Log in-Sign up-Log in-Log in-Log in-Log in"
308457,4813796,Annual,Checkout-Checkout-Checkout-Checkout
308457,4813797,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
310357,3202454,Annual,"Other-Sign up-Sign up-Sign up-Sign up-Sign up-Resources center-Other-Other-Resources center"
310357,3202623,Annual,Coupon-Coupon
310357,3585122,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
310671,4471429,Annual,"Homepage-Log in"
310671,4474089,Annual,"Sign up-Sign up-Homepage-Sign up"
310671,4475409,Annual,Checkout-Checkout
310671,4475438,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
310716,3615221,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
310716,3615342,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
311868,3372653,Annual,"Pricing-Log in-Pricing-Pricing-Log in-Log in-Homepage-Pricing"
311868,3621834,Annual,Pricing-Pricing-Homepage-Pricing
311868,3621850,Annual,Coupon-Coupon
311905,3653783,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in"
311905,3654317,Annual,Checkout-Checkout-Checkout-Checkout
312347,3006181,Annual,"Log in-Log in-Homepage-Log in"
312347,3042488,Annual,"Log in-Log in-Homepage-Log in"
312347,3410559,Annual,"Log in-Log in-Homepage-Log in-Log in-Log in"
312347,3478744,Annual,"Homepage-Log in-Log in-Log in"
312347,3486112,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
312347,3486538,Annual,Other-Other
312347,3488535,Annual,"Course certificate-Instructors-Other-Course certificate-Resources center-Other-Resources center-Resources center-Course certificate-Course certificate-Course certificate-Course certificate"
312347,3488536,Annual,Blog-Blog
312347,3488537,Annual,"Resources center-Resources center"
312347,3488672,Annual,"Other-About us"
312347,3509718,Annual,"Log in-Log in"
312347,3510258,Annual,Checkout-Checkout-Checkout-Checkout
312347,3511388,Annual,"Log in-Log in"
312347,3511392,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Sign up-Sign up"
312347,3511459,Annual,"Log in-Log in"
312347,3511540,Annual,"Log in-Log in"
312347,3511577,Annual,"Log in-Log in"
312347,3511680,Annual,"Log in-Log in"
312347,3511949,Annual,"Log in-Log in"
312347,3511957,Annual,Checkout-Checkout
312347,3512007,Annual,"Log in-Log in"
312347,3512133,Annual,"Log in-Log in"
312347,3512381,Annual,Checkout-Checkout
312454,2863342,Monthly,"Log in-Log in-Homepage-Log in-Log in-Log in"
312454,2865408,Monthly,"Course certificate-Pricing-Homepage-Course certificate-Pricing-Pricing"
312454,2865414,Monthly,Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Pricing-Courses
312454,2865426,Monthly,"Log in-Log in"
312454,3247376,Monthly,"Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Career tracks-Log in-Log in-Career tracks-Log in-Career tracks-Career tracks-Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Career tracks-Sign up-Career tracks-Career tracks-Career tracks-Pricing-Career tracks-Career tracks"
312454,3478080,Monthly,"Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Career tracks-Career tracks-Courses-Courses-Homepage-Career tracks-Courses-Courses-Courses-Courses-Career tracks-Career tracks"
312454,3478093,Monthly,"Log in-Log in"
312454,3482117,Monthly,"Log in-Log in-Homepage-Log in"
